text,label
Aduh Ada pungutan Rp3.000 sebagai ongkos pembayaran digital.,additional_fees
Eh Ada pungutan 500 perak sebagai biaya layanan.,additional_fees
Tiba-tiba ada tambahan Rp2.000 katanya tanpa alasan jelas saya komplain tapi diabaikan.,additional_fees
Diminta bayar tambahan Rp3.000 untuk biaya sistem saya merasa dirugikan.,additional_fees
Wah Ada stiker QRIS baru mencurigakan yang nempel di atas akrilik QRIS di tempat pembayaran tolong ditindaklanjuti.,qr_replacement
Eh Tiba-tiba ada tambahan Rp2.500 katanya ongkos pembayaran digital apakah ini diperbolehkan?.,additional_fees
Loh Tiba-tiba ada tambahan Rp500 katanya biaya sistem padahal seharusnya gratis.,additional_fees
Hmm Kenapa ya Nama rekening tujuan bukan nama tokonya sama sekali ini fraud ya??,identity_mismatch
Eh Ada pungutan Rp5.000 sebagai biaya transaksi ini nggak boleh.,additional_fees
Hmm Aneh banget Transaksi QRIS gagal terus ketika transaksi berlangsung tapi rekening sudah didebet.,suspicious_transaction
"Hmm Syukurlah Proses pembayaran mulus, logo QRIS jelas dan ga rusak. Sangat mudah dan cepat.",safe_confirmation
Aneh banget Transaksi QRIS gagal terus waktu pembayaran diproses tapi saldo sudah terpotong gw bingung harus lapor kemana.,suspicious_transaction
"Syukurlah Transaksi berhasil dan lancar, merchant terverifikasi. Aman digunakan.",safe_confirmation
Loh QR code tampak original dan Proses pembayaran mulus.,safe_confirmation
Oh iya Pengalaman saya: Tempatnya bersih dan nyaman tapi overall oke kok.,other
Oh iya Ada pungutan Rp2.500 sebagai tanpa alasan jelas.,additional_fees
Aneh banget Nama akun tujuan tidak sesuai dengan nama toko saya khawatir.,identity_mismatch
Diminta bayar tambahan Rp2.500 untuk ongkos pembayaran digital.,additional_fees
Aneh banget QR terbaca tapi transaksi gagal pas saya scan QR-nya tapi saldo sudah terpotong dana saya hilang.,suspicious_transaction
Saya lihat ada QR code palsu yang ditempel di atas QR asli di tempat pembayaran langsung saya laporkan.,qr_replacement
Hmm Aneh banget QR terbaca tapi transaksi gagal pas saya scan QR-nya padahal uang udah keluar ini sudah kedua kalinya.,suspicious_transaction
Eh Pas scan QRIS-nya Nama penerima ga sesuai dengan nama toko.,identity_mismatch
Sudah coba berkali-kali tapi Pembayaran gak berhasil walaupun tidak ada notifikasi sukses saya minta refund.,suspicious_transaction
Wah Sistem QRIS mengalami gangguan mencurigakan waktu pembayaran diproses namun saldo berkurang mohon bantuan.,suspicious_transaction
Loh Setelah scan Nama rekening tujuan tidak cocok dengan stiker toko apa mungkin QRIS-nya dipalsukan?.,identity_mismatch
Loh Saya mau kasih masukan: Harga dan kualitas sebanding perlu diperbaiki.,other
"Syukurlah Transaksi selesai dengan aman, nama merchant sesuai dengan nama toko. Tidak ada kendala sama sekali.",safe_confirmation
Kayaknya ada stiker QRIS asing yang menimpa QRIS original di meja kasir ini pasti fraud.,qr_replacement
Wah Sudah coba berkali-kali tapi QRIS tidak bisa dipindai tapi saldo sudah terpotong gw minta refund.,suspicious_transaction
Nama penerima bukan nama tokonya sama sekali langsung saya laporin.,identity_mismatch
Pengalaman saya: AC di dalam toko terlalu dingin secara keseluruhan lumayan.,other
Aduh Tiba-tiba ada tambahan Rp1.500 katanya biaya sistem saya merasa dirugikan.,additional_fees
"Syukurlah Pembayaran sukses tanpa masalah, nama penerima cocok dengan tokonya. Puas dengan layanannya.",safe_confirmation
"Transaksi selesai dengan aman, nama penerima cocok dengan tokonya. Tidak ada kendala sama sekali.",safe_confirmation
Eh Ada pungutan 500 perak sebagai ongkos pembayaran digital tanpa pemberitahuan sebelumnya.,additional_fees
Alhamdulillah Proses pembayaran mulus. logo QRIS jelas dan ga rusak. Tidak ada kendala sama sekali.,safe_confirmation
Hmm Antrian di kasir banget panjang perlu diperbaiki.,other
Wah Feedback untuk toko: Harga dan kualitas sebanding semoga bisa lebih baik.,other
Aduh Catatan: Jam buka toko enggak konsisten perlu diperbaiki.,other
Oh iya Ada stiker QR palsu mencurigakan yang menimpa QRIS original di akrilik stan saya foto dulu sebagai bukti.,qr_replacement
Pembayaran gak berhasil pas gue scan QR-nya saldo terpotong ganda saya bingung harus lapor kemana.,suspicious_transaction
Waktu mau bayar saya notice stiker QRIS asing dipasang di atas QRIS toko di kasir toko saya foto dulu sebagai bukti.,qr_replacement
Setelah scan Identitas merchant gak sama dengan nama usaha saya batalin aja transaksinya.,identity_mismatch
Aduh Aneh banget QR terbaca tapi transaksi gagal waktu pembayaran diproses padahal uang sudah keluar ini sudah kedua kalinya.,suspicious_transaction
Feedback untuk toko: Toko terlalu ramai dan sempit tapi overall oke kok.,other
Ada stiker QRIS baru mencurigakan yang dipasang di atas QRIS toko di depan toko ini pasti fraud.,qr_replacement
"Eh Proses pembayaran mulus, nama rekening tujuan sesuai. Recommended deh tokonya.",safe_confirmation
"Pembayaran sukses tanpa masalah, nama rekening tujuan sesuai. Recommended deh tokonya.",safe_confirmation
"Wah Syukurlah Proses pembayaran mulus, QR code tampak original. Puas dgn layanannya.",safe_confirmation
Eh Kayaknya ada stiker QRIS baru yang nempel di atas akrilik QRIS di meja kasir.,qr_replacement
Eh Saya mau kasih masukan: Kualitas produknya bagus sekali ga masalah sih.,other
Eh Kayaknya ada QR code palsu yang menutupi QR code merchantnya di depan toko saya curiga ini penipuan.,qr_replacement
Wah Penjual minta Rp5.000 sebagai biaya sistem tanpa pemberitahuan sebelumnya.,additional_fees
Wah Ada pungutan Rp1.500 sebagai biaya layanan.,additional_fees
Saya perhatikan Nama yang muncul waktu scan jauh berbeda dari nama di spanduk saya batalin aja transaksinya.,identity_mismatch
Oh iya Feedback untuk toko: AC di dalam toko terlalu dingin.,other
Loh Feedback untuk toko: Jam buka toko tidak konsisten tidak masalah sih.,other
Catatan: Lokasi toko strategis banget semoga bisa lebih baik.,other
Aduh Ada stiker QRIS baru mencurigakan yang ditempel di atas QR asli di meja kasir ini pasti fraud.,qr_replacement
Oh iya Saya mau kasih masukan: Tempatnya bersih dan nyaman secara keseluruhan lumayan.,other
Loh Waktu mau bayar saya notice QR code palsu menutup QR code resmi di meja kasir saya gak jadi bayar.,qr_replacement
Oh iya Aneh banget Pembayaran tidak berhasil saat saya coba bayar padahal uang sudah keluar tolong segera ditangani.,suspicious_transaction
"Berhasil bayar QRIS, nama penerima cocok dgn tokonya. Pembayaran QRIS sukses. Tidak ada kendala sama sekali.",safe_confirmation
Hmm Waktu mau bayar saya notice stiker QR palsu ditempel di atas QR asli di meja kasir langsung saya laporkan.,qr_replacement
Feedback untuk toko: Tempatnya bersih dan nyaman tidak masalah sih.,other
Loh Tiba-tiba ada tambahan Rp2.000 katanya biaya transaksi apakah ini diperbolehkan?.,additional_fees
"QRIS berjalan normal, nama merchant sesuai sama nama toko.",safe_confirmation
Wah Transaksi QRIS gagal terus pas saya scan QR-nya tapi saldo udah terpotong saya bingung harus lapor kemana.,suspicious_transaction
Catatan: Harga dan kualitas sebanding semoga bisa lebih baik.,other
Nama akun tujuan jauh berbeda dari nama di spanduk bikin curiga.,identity_mismatch
Saya lihat ada stiker QRIS baru yang ditempel di atas QR asli di kasir toko.,qr_replacement
Saya dikenai biaya ekstra 500 perak atas nama biaya transaksi apakah ini diperbolehkan?.,additional_fees
Loh Pas scan QRIS-nya Nama yang muncul saat scan nggak sama sama nama usaha tolong dicek.,identity_mismatch
Setelah scan Nama penerima berbeda dgn nama toko yang tertera langsung saya laporin.,identity_mismatch
Lho kok Nama penerima berbeda dengan nama toko yang tertera bikin curiga?,identity_mismatch
Hmm Sudah coba berkali-kali tapi QR terbaca tapi transaksi gagal tapi saldo sudah terpotong mohon bantuan.,suspicious_transaction
Kelihatan ada stiker QRIS asing yang ditimpa di kode QR yang sah saya foto dulu sebagai bukti.,qr_replacement
Wah Feedback untuk toko: AC di dalam toko terlalu dingin.,other
Hmm QRIS-nya gak asli ada QR code palsu yang menimpa QRIS original ini pasti fraud.,qr_replacement
"Semua berjalan baik, QR code tampak original. Puas dengan layanannya.",safe_confirmation
Loh Lho kok Nama yang muncul saat scan bukan nama tokonya sama sekali langsung saya laporin?,identity_mismatch
Saya lihat ada QR code palsu yang nempel di atas akrilik QRIS di kasir toko tolong ditindaklanjuti.,qr_replacement
Loh Diminta bayar tambahan Rp1.000 untuk tanpa alasan jelas padahal seharusnya gratis.,additional_fees
Aduh Pengalaman saya: Toko agak kotor di bagian belakang secara keseluruhan lumayan.,other
Loh QRIS terlihat asli dan resmi dan Semua berjalan baik. Aman digunakan.,safe_confirmation
Aduh Kelihatan ada stiker QR palsu yang nempel di atas akrilik QRIS gw curiga ini penipuan.,qr_replacement
Sudah coba berkali-kali tapi QRIS tidak bisa dipindai namun saldo berkurang.,suspicious_transaction
Wah Feedback untuk toko: Antrian di kasir sangat panjang tapi overall oke kok.,other
Saya perhatikan Nama di layar pembayaran tidak cocok dengan stiker toko jadi saya ragu mau bayar.,identity_mismatch
Hmm Saya perhatikan Nama merchant beda banget dari nama tokonya bikin curiga.,identity_mismatch
nama merchant sesuai dengan nama toko dan Transaksi selesai dengan aman. Aman digunakan.,safe_confirmation
Eh Catatan: Harga dan kualitas sebanding secara keseluruhan lumayan.,other
Wah QR terbaca tapi transaksi gagal dan tapi saldo sudah terpotong waktu saya coba bayar ini sudah kedua kalinya.,suspicious_transaction
Aneh banget Transaksi error berkali-kali padahal uang udah keluar gw minta refund.,suspicious_transaction
Si penjualnya minta Rp1.000 sebagai biaya transaksi ini tidak boleh.,additional_fees
Eh Sudah coba berkali-kali tapi Pembayaran gak berhasil namun saldo berkurang ini udah kedua kalinya.,suspicious_transaction
Wah Ada stiker QR palsu mencurigakan yang menutup QR code resmi di akrilik stan.,qr_replacement
Saya mau kasih masukan: Harga dan kualitas sebanding tapi overall oke kok.,other
Ada stiker QRIS baru mencurigakan yang ditempel di atas QR asli di meja kasir saya gak jadi bayar.,qr_replacement
Hmm Saya lihat ada QR code palsu yang ditempel di atas QR asli di meja kasir tolong ditindaklanjuti.,qr_replacement
Loh Kayaknya ada kode QR yang mencurigakan yang nempel di atas akrilik QRIS di kasir toko.,qr_replacement
Aduh Petugasnya minta Rp500 sebagai biaya penggunaan QRIS ini tidak boleh.,additional_fees
Aduh Sudah coba berkali-kali tapi QRIS enggak bisa dipindai tapi saldo udah terpotong.,suspicious_transaction
Eh Sistem QRIS mengalami gangguan mencurigakan ketika transaksi berlangsung saldo terpotong ganda ini dah kedua kalinya.,suspicious_transaction
Loh Saya mau kasih masukan: Toko agak kotor di bagian belakang secara keseluruhan lumayan.,other
Sudah coba berkali-kali tapi Pembayaran tidak berhasil namun saldo berkurang ini sangat merugikan.,suspicious_transaction
Oh iya Diminta bayar tambahan dua ribu rupiah untuk ongkos pembayaran digital ini tidak boleh.,additional_fees
Wah Nama pemilik rekening nama orang bukan nama toko langsung saya laporin.,identity_mismatch
Feedback untuk toko: Tidak ada wifi di toko semoga bisa lebih baik.,other
QR terbaca tapi transaksi gagal saat saya coba bayar tapi saldo sudah terpotong ini sudah kedua kalinya.,suspicious_transaction
Aneh banget QR terbaca tapi transaksi gagal waktu pembayaran diproses tapi saldo sudah terpotong ini sangat merugikan.,suspicious_transaction
Pas scan QRIS-nya Identitas merchant bukan nama tokonya sama sekali ini fraud ya?.,identity_mismatch
Kenapa ya Nama merchant tidak sama sama nama usaha apa mungkin QRIS-nya dipalsukan??,identity_mismatch
Setelah scan Nama merchant nama orang bukan nama toko.,identity_mismatch
Eh Pas scan QRIS-nya Nama penerima beda sama nama yang ada di plang.,identity_mismatch
Eh Kayaknya ada stiker QRIS asing yang menutupi QR code merchantnya di kasir toko saya gak jadi bayar.,qr_replacement
Eh Feedback untuk toko: AC di dalam toko terlalu dingin secara keseluruhan lumayan.,other
"Berhasil bayar QRIS, nama penerima cocok dengan tokonya. Semua berjalan baik. Tidak ada kendala sama sekali.",safe_confirmation
Wah QR code tampak original dan Pembayaran sukses tanpa masalah. Recommended deh tokonya.,safe_confirmation
Aduh QRIS-nya tidak asli ada stiker QRIS asing yang menutup QR code resmi langsung aku laporkan.,qr_replacement
Hmm Masnya minta 500 perak sebagai biaya sistem gue merasa dirugikan.,additional_fees
Waktu mau bayar saya notice stiker QR palsu menimpa QRIS original di depan toko.,qr_replacement
Oh iya Nama akun tujuan gak cocok sama nama merchant resmi jadi gw ragu mau bayar.,identity_mismatch
Oh iya Ditagih seribu rupiah lagi dengan alasan biaya admin QRIS saya merasa dirugikan.,additional_fees
Sudah coba berkali-kali tapi QR terbaca tapi transaksi gagal tapi rekening sudah didebet ini banget merugikan.,suspicious_transaction
Nama pemilik rekening nama orang bukan nama toko bikin curiga.,identity_mismatch
Oh iya Saya dikenai biaya ekstra Rp2.500 atas nama biaya layanan saya merasa dirugikan.,additional_fees
Setelah scan Nama yang muncul ketika scan berbeda dengan nama toko yang tertera saya batalin aja transaksinya.,identity_mismatch
"Transaksi berhasil dan lancar, nama penerima cocok dengan tokonya. Recommended deh tokonya.",safe_confirmation
QRIS-nya enggak asli ada stiker QRIS asing yang menimpa QRIS original saya foto dulu sebagai bukti.,qr_replacement
Wah Nama di layar pembayaran jauh berbeda dari nama di spanduk apa ini aman?.,identity_mismatch
"Loh Syukurlah Transaksi selesai dengan aman, logo QRIS jelas dan tidak rusak. Tidak ada kendala sama sekali.",safe_confirmation
Aduh Saya dikenai biaya ekstra Rp3.000 atas nama biaya layanan.,additional_fees
Pembayaran tidak berhasil dan namun saldo berkurang saat saya coba bayar saya minta refund.,suspicious_transaction
Aneh banget Nama penerima asing dan tidak dikenal ini fraud ya?.,identity_mismatch
"Oh iya Berhasil bayar QRIS, nama merchant sesuai dengan nama toko. QRIS berjalan normal. Recommended deh tokonya.",safe_confirmation
Hmm Kayaknya ada stiker QRIS asing yang dipasang di atas QRIS toko di kasir toko langsung gue laporkan.,qr_replacement
Oh iya Lho kok Identitas merchant tidak sesuai dengan nama toko bikin curiga?,identity_mismatch
Aneh banget Transaksi QRIS gagal terus ketika saya coba bayar namun saldo berkurang mohon bantuan.,suspicious_transaction
Aneh banget Nama pemilik rekening asing dan tidak dikenal.,identity_mismatch
"Loh Berhasil bayar QRIS, nama merchant sesuai dgn nama toko. Semua berjalan baik. Puas dengan layanannya.",safe_confirmation
Wah Saya lihat ada QR code palsu yang menimpa QRIS original di tempat pembayaran ini pasti fraud.,qr_replacement
Eh Setelah scan Nama rekening tujuan beda banget dari nama tokonya jadi saya ragu mau bayar.,identity_mismatch
"Hmm Syukurlah Transaksi berhasil dan lancar, merchant terverifikasi. Recommended deh tokonya.",safe_confirmation
Wah Saya mau kasih masukan: Tempatnya bersih dan nyaman.,other
Eh QRIS terlihat asli dan resmi dan Pembayaran sukses tanpa masalah. Terpercaya tokonya.,safe_confirmation
"Wah Syukurlah Transaksi berhasil dan lancar, merchant terverifikasi. Recommended deh tokonya.",safe_confirmation
Kenapa ya Identitas merchant bukan nama tokonya sama sekali?,identity_mismatch
Waktu mau bayar saya notice stiker QRIS asing nempel di atas akrilik QRIS di tempat pembayaran tolong ditindaklanjuti.,qr_replacement
Eh Transaksi error berkali-kali dan namun saldo berkurang pas saya scan QR-nya.,suspicious_transaction
Wah QRIS terlihat asli dan resmi dan Pembayaran sukses tanpa masalah. Tidak ada kendala sama sekali.,safe_confirmation
Oh iya Ada QR lain yang ditempel mencurigakan yang menutup QR code resmi di depan toko saya gak jadi bayar.,qr_replacement
Loh Masnya minta Rp2.500 sebagai biaya layanan ini tidak boleh.,additional_fees
Saya perhatikan Nama akun tujuan asing dan gak dikenal saya batalin aja transaksinya.,identity_mismatch
Sudah coba berkali-kali tapi Sistem QRIS mengalami gangguan mencurigakan tapi rekening sudah didebet ini sudah kedua kalinya.,suspicious_transaction
Aduh Catatan: Harganya mahal dibanding toko lain perlu diperbaiki.,other
"Hmm QRIS berjalan normal, nama merchant sesuai dengan nama toko. Recommended deh tokonya.",safe_confirmation
Ditagih Rp1.000 lagi dengan alasan biaya penggunaan QRIS saya komplain tapi diabaikan.,additional_fees
Aduh Catatan: AC di dalam toko terlalu dingin.,other
Eh Saya lihat ada stiker QRIS asing yang menimpa QRIS original di depan toko tolong ditindaklanjuti.,qr_replacement
QRIS-nya tidak asli ada kode QR yang mencurigakan yang menimpa QRIS original ini pasti fraud.,qr_replacement
Pengalaman gw: Antrian di kasir sangat panjang semoga bisa lebih baik.,other
Setelah scan Nama pemilik rekening tidak sesuai dengan nama toko gue khawatir.,identity_mismatch
Setelah scan Identitas merchant enggak cocok dengan stiker toko saya khawatir.,identity_mismatch
"Syukurlah QRIS berjalan normal, merchant terverifikasi.",safe_confirmation
Lho kok Nama penerima asing dan tidak dikenal saya batalin aja transaksinya?,identity_mismatch
Aneh banget Nama penerima berbeda dengan nama toko yang tertera bikin curiga.,identity_mismatch
Oh iya Setelah scan Nama penerima enggak sama sama nama usaha bikin curiga.,identity_mismatch
Setelah scan Nama rekening tujuan nama orang bukan nama toko ini fraud ya?.,identity_mismatch
Wah Tiba-tiba ada tambahan 500 perak katanya biaya admin QRIS ini tidak boleh.,additional_fees
Loh Ada pungutan Rp2.500 sebagai biaya transaksi tanpa pemberitahuan sebelumnya.,additional_fees
Loh Saya dikenai biaya ekstra Rp5.000 atas nama tanpa alasan jelas.,additional_fees
"Eh Berhasil bayar QRIS, ga ada biaya tambahan. Semua berjalan baik. Tidak ada kendala sama sekali.",safe_confirmation
Hmm Lho kok Nama di layar pembayaran tidak cocok dengan stiker toko jadi gue ragu mau bayar?,identity_mismatch
Eh Saya lihat ada QR code palsu yang menutup QR code resmi di tempat pembayaran tolong ditindaklanjuti.,qr_replacement
Sudah coba berkali-kali tapi QRIS tidak bisa dipindai saldo terpotong ganda ini banget merugikan.,suspicious_transaction
nama merchant sesuai sama nama toko dan Proses pembayaran mulus. Recommended deh tokonya.,safe_confirmation
Aduh Sudah coba berkali-kali tapi QRIS gak bisa dipindai tapi rekening sudah didebet gue minta refund.,suspicious_transaction
Ada stiker QRIS asing mencurigakan yang nempel di atas akrilik QRIS di meja kasir.,qr_replacement
"Hmm Berhasil bayar QRIS, nama merchant sesuai dengan nama toko. QRIS berjalan normal. Terpercaya tokonya.",safe_confirmation
"Syukurlah Proses pembayaran mulus, QRIS terlihat asli dan resmi. Sangat mudah dan cepat.",safe_confirmation
Aduh Kenapa ya Nama pemilik rekening nama orang bukan nama toko apa mungkin QRIS-nya dipalsukan??,identity_mismatch
Saya mau kasih masukan: Lokasi toko strategis banget perlu diperbaiki.,other
Wah Setelah scan Identitas merchant nama orang bukan nama toko.,identity_mismatch
Hmm Alhamdulillah Pembayaran QRIS sukses. QRIS terlihat asli dan resmi. Puas dengan layanannya.,safe_confirmation
Loh Aneh banget QR terbaca tapi transaksi gagal walaupun nggak ada notifikasi sukses.,suspicious_transaction
Eh Feedback untuk toko: Harganya mahal dibanding toko lain.,other
Oh iya QRIS-nya tidak asli ada stiker QR palsu yang menimpa QRIS original saya curiga ini penipuan.,qr_replacement
Eh Diminta bayar tambahan Rp1.500 untuk biaya layanan apakah ini diperbolehkan?.,additional_fees
Eh Alhamdulillah Transaksi berhasil dan lancar. nama merchant sesuai dgn nama toko. Tidak ada kendala sama sekali.,safe_confirmation
Tidak ada wifi di toko perlu diperbaiki.,other
Loh Setelah scan Nama rekening tujuan tidak sesuai dgn nama toko langsung saya laporin.,identity_mismatch
Loh QRIS tidak bisa dipindai dan tapi rekening dah didebet ketika transaksi berlangsung ini amat merugikan.,suspicious_transaction
Hmm Catatan: AC di dalam toko terlalu dingin ga masalah sih.,other
Aduh Ditagih Rp3.000 lagi dengan alasan tanpa alasan jelas tanpa pemberitahuan sebelumnya.,additional_fees
"QRIS berjalan normal, nama rekening tujuan sesuai.",safe_confirmation
Hmm QRIS enggak bisa dipindai dan padahal uang sudah keluar ketika transaksi berlangsung.,suspicious_transaction
Feedback untuk toko: Lokasi toko strategis banget.,other
Loh Tiba-tiba ada tambahan Rp2.000 katanya biaya layanan BI melarang ini.,additional_fees
Loh Catatan: Produknya bagus tapi packaging kurang menarik.,other
Pengalaman saya: Pencahayaan toko kurang terang.,other
Aduh Aneh banget QR terbaca tapi transaksi gagal ketika transaksi berlangsung padahal uang sudah keluar.,suspicious_transaction
Oh iya Alhamdulillah Transaksi selesai dengan aman. nama rekening tujuan sesuai. Tidak ada kendala sama sekali.,safe_confirmation
Aneh banget Nama penerima bukan nama tokonya sama sekali saya khawatir.,identity_mismatch
Hmm Saya lihat ada stiker QR palsu yang ditempel di atas QR asli di akrilik stan langsung saya laporkan.,qr_replacement
"Loh Semua berjalan baik, tidak ada biaya tambahan. Puas dgn layanannya.",safe_confirmation
Hmm Sudah coba berkali-kali tapi Transaksi error berkali-kali saldo terpotong ganda gue minta refund.,suspicious_transaction
QRIS terlihat asli dan resmi dan Transaksi berhasil dan lancar. Terpercaya tokonya.,safe_confirmation
Wah Sistem QRIS mengalami gangguan mencurigakan dan tapi rekening sudah didebet ketika transaksi berlangsung.,suspicious_transaction
Wah Kelihatan ada stiker QR palsu yang menutup QR code resmi saya gak jadi bayar.,qr_replacement
Hmm Catatan: Barang sering kehabisan stok.,other
Loh Pengalaman aku: Pelayanan kasirnya kurang ramah semoga bisa lebih baik.,other
Hmm Kenapa ya Nama pemilik rekening asing dan tidak dikenal ini fraud ya??,identity_mismatch
Hmm Aneh banget QR terbaca tapi transaksi gagal waktu pembayaran diproses tapi rekening sudah didebet saya bingung harus lapor kemana.,suspicious_transaction
Aduh Toko terlalu ramai dan sempit tidak masalah sih.,other
Eh Pas scan QRIS-nya Nama pemilik rekening asing dan tidak dikenal saya batalin aja transaksinya.,identity_mismatch
Hmm Aneh banget QR terbaca tapi transaksi gagal pas gw scan QR-nya saldo terpotong ganda ini amat merugikan.,suspicious_transaction
Loh Diminta bayar tambahan Rp1.000 untuk biaya admin QRIS ini gak boleh.,additional_fees
"Berhasil bayar QRIS, nama penerima cocok dengan tokonya. Pembayaran sukses tanpa masalah. Tidak ada kendala sama sekali.",safe_confirmation
Ditagih Rp1.000 lagi dgn alasan biaya layanan tanpa pemberitahuan sebelumnya.,additional_fees
"Loh Berhasil bayar QRIS, QR code tampak original. QRIS berjalan normal. Terpercaya tokonya.",safe_confirmation
Wah Transaksi error berkali-kali pas saya scan QR-nya walaupun nggak ada notifikasi sukses ini sangat merugikan.,suspicious_transaction
Oh iya QRIS-nya tidak asli ada QR code palsu yang ditempel di atas QR asli gw gak jadi bayar.,qr_replacement
Kayaknya ada QR code palsu yang ditempel di atas QR asli di depan toko langsung saya laporkan.,qr_replacement
Oh iya Pas scan QRIS-nya Nama yang muncul saat scan gak cocok sama nama merchant resmi.,identity_mismatch
Eh AC di dalam toko terlalu dingin secara keseluruhan lumayan.,other
Aduh Lho kok Nama pemilik rekening gak cocok sama nama merchant resmi ini fraud ya??,identity_mismatch
Pengalaman saya: Antrian di kasir banget panjang tidak masalah sih.,other
Ada pungutan Rp1.500 sebagai biaya admin QRIS gue merasa dirugikan.,additional_fees
Wah Lho kok Nama merchant asing dan tidak dikenal jadi saya ragu mau bayar?,identity_mismatch
Eh Alhamdulillah Pembayaran sukses tanpa masalah. nama penerima cocok dengan tokonya. Aman digunakan.,safe_confirmation
"Aduh Semua berjalan baik, tidak ada biaya tambahan. Aman digunakan.",safe_confirmation
Wah Jam buka toko tidak konsisten tapi overall oke kok.,other
Oh iya Sistem QRIS mengalami gangguan mencurigakan waktu pembayaran diproses padahal uang sudah keluar ini amat merugikan.,suspicious_transaction
Saya mau kasih masukan: Jam buka toko ga konsisten tidak masalah sih.,other
Loh Alhamdulillah QRIS berjalan normal. nama merchant sesuai sama nama toko. Terpercaya tokonya.,safe_confirmation
Aduh Sudah coba berkali-kali tapi Transaksi QRIS gagal terus namun saldo berkurang tolong segera ditangani.,suspicious_transaction
Oh iya Tiba-tiba ada tambahan Rp3.000 katanya biaya penggunaan QRIS saya komplain tapi diabaikan.,additional_fees
Oh iya Aneh banget QRIS enggak bisa dipindai pas aku scan QR-nya namun saldo berkurang ini sudah kedua kalinya.,suspicious_transaction
Oh iya Jam buka toko tidak konsisten tapi overall oke kok.,other
Aduh Saya mau kasih masukan: Barang sering kehabisan stok tidak masalah sih.,other
Lokasi toko strategis banget tapi overall oke kok.,other
Hmm Nama pemilik rekening jauh berbeda dari nama di spanduk saya batalin aja transaksinya.,identity_mismatch
Lho kok Nama di layar pembayaran tidak sesuai dengan nama toko langsung saya laporin?,identity_mismatch
Aduh Aneh banget Transaksi error berkali-kali waktu pembayaran diproses saldo terpotong ganda ini sudah kedua kalinya.,suspicious_transaction
Hmm Catatan: Tempatnya bersih dan nyaman secara keseluruhan lumayan.,other
Aduh Catatan: Tempatnya bersih dan nyaman.,other
Wah Aneh banget Pembayaran tidak berhasil ketika transaksi berlangsung saldo terpotong ganda saya bingung harus lapor kemana.,suspicious_transaction
Pengalaman saya: Lokasi toko strategis banget.,other
Aduh Ditagih Rp500 lagi sama alasan biaya transaksi apakah ini diperbolehkan?.,additional_fees
"Syukurlah Proses pembayaran mulus, nggak ada biaya tambahan.",safe_confirmation
Saya mau kasih masukan: Toko agak kotor di bagian belakang semoga bisa lebih baik.,other
Wah Sudah coba berkali-kali tapi QR terbaca tapi transaksi gagal tapi rekening sudah didebet mohon bantuan.,suspicious_transaction
Aduh Alhamdulillah Pembayaran sukses tanpa masalah. nama merchant sesuai dengan nama toko. Terpercaya tokonya.,safe_confirmation
Pas scan QRIS-nya Identitas merchant jauh berbeda dari nama di spanduk.,identity_mismatch
Oh iya Ada pungutan seribu rupiah sebagai tanpa alasan jelas BI melarang ini.,additional_fees
Diminta bayar tambahan Rp1.000 untuk biaya penggunaan QRIS ini jelas melanggar aturan.,additional_fees
Aduh Ditagih Rp5.000 lagi dengan alasan biaya admin QRIS BI melarang ini.,additional_fees
"Transaksi selesai dengan aman, merchant terverifikasi. Aman digunakan.",safe_confirmation
Wah Sistem QRIS mengalami gangguan mencurigakan dan walaupun tidak ada notifikasi sukses dana saya hilang.,suspicious_transaction
Aduh Pengalaman saya: Antrian di kasir sangat panjang.,other
Saya dikenai biaya ekstra Rp3.000 atas nama biaya layanan padahal seharusnya gratis.,additional_fees
Loh Kenapa ya Identitas merchant beda banget dari nama tokonya?,identity_mismatch
"Oh iya Syukurlah Proses pembayaran mulus, QR code tampak original. Puas dgn layanannya.",safe_confirmation
Loh Diminta bayar tambahan 500 perak untuk biaya sistem ini tidak boleh.,additional_fees
Ada pungutan Rp1.500 sebagai ongkos pembayaran digital padahal seharusnya gratis.,additional_fees
Ditagih Rp3.000 lagi dengan alasan biaya transaksi ini tidak boleh.,additional_fees
Loh Transaksi error berkali-kali dan saldo terpotong ganda waktu pembayaran diproses saya minta refund.,suspicious_transaction
Hmm Saya lihat ada kode QR yang mencurigakan yang ditempel di atas QR asli di meja kasir tolong ditindaklanjuti.,qr_replacement
Wah Sudah coba berkali-kali tapi Transaksi QRIS gagal terus padahal uang dah keluar dana aku hilang.,suspicious_transaction
Eh Aneh banget Sistem QRIS mengalami gangguan mencurigakan pas saya scan QR-nya saldo terpotong ganda tolong segera ditangani.,suspicious_transaction
Aduh Catatan: Harganya mahal dibanding toko lain semoga bisa lebih baik.,other
Alhamdulillah Transaksi berhasil dan lancar. ga ada biaya tambahan. Sangat mudah dan cepat.,safe_confirmation
Saya mau kasih masukan: Barang sering kehabisan stok enggak masalah sih.,other
"Hmm Semua berjalan baik, QR code tampak original. Sangat mudah dan cepat.",safe_confirmation
Oh iya Kenapa ya Nama di layar pembayaran asing dan ga dikenal apa mungkin QRIS-nya dipalsukan??,identity_mismatch
Loh Saya dikenai biaya ekstra Rp500 atas nama ongkos pembayaran digital.,additional_fees
Loh Catatan: Pencahayaan toko kurang terang.,other
